"Claim number","Response Date","Response"
"US-LUCEN/40165/958",2010-06-22,"Approved"
"US-MABTH/35489/199",1997-11-26,"NO"
"US-MABTH/38575/647",2006-02-10,"APPROVED"
"US-MABTH/38593/843",2006-02-28,"APPROVED"
"US-MABTH/38805/812",2006-09-29,"Y"
"US-MABTH/38877/499",2006-09-29,"NO"
"US-MABTH/39948/390",2010-02-18,"NO"
"US-MABTH/40267/922",2011-01-28,"YES"
"US-MABTH/40466/364",2011-04-19,"rejected"
"US-MABTH/35489/714",1997-11-26,"Y"
"US-MABTH/38575/620",2006-02-10,"YES"
"US-MABTH/38593/289",2006-02-28,"N"
"US-MABTH/38805/528",2006-09-29,"YES"
"US-MABTH/38877/455",2006-09-29,"Approved"
"US-MABTH/39948/611",2010-02-18,"Y"
"US-MABTH/40267/817",2011-01-28,"Y"
"US-MABTH/40466/584",2011-04-19,"N"
"US-MIRCE/38825/294",2007-11-14,"NO"
"US-MIRCE/38825/891",2007-11-14,"NO"
"US-MIRCE/38825/775",2007-11-14,"declined"
"US-MIRCE/38825/129",2007-11-14,"YES"
"US-MIRCE/38825/355",2007-11-14,"Approved"
"US-MIRCE/38825/495",2007-11-14,"NO"
"US-MIRCE/38825/638",2007-11-14,"app"
"US-MIRCE/38825/672",2007-11-14,"declined"
"US-MIRCE/38825/126",2007-11-14,"YES"
"US-MIRCE/38825/144",2007-11-14,"APPROVED"
"US-MIRCE/38825/116",2007-11-14,"Y"
"US-MIRCE/38825/991",2007-11-14,"NO"
"US-MIRCE/38825/698",2007-11-14,"NO"
"US-MIRCE/38825/615",2007-11-14,"Y"
"US-MIRCE/38825/492",2007-11-14,"NO"
"US-MIRCE/38825/217",2007-11-14,"Y"
"US-NAPRO/28660/215",1980-09-04,"Y"
"US-NAPRO/28660/385",1980-09-04,"N"
"US-NAPRO/30372/369",1987-03-23,"rejected"
"US-NAPRO/31565/610",1987-03-23,"Y"
"US-NAPRO/31565/131",1987-03-23,"app"
"US-NAPRO/31565/299",1987-03-23,"NO"
"US-NUTRO/37224/639",2002-04-22,"app"
"US-NUTRO/37224/221",2002-04-22,"YES"
"US-NUTRO/37224/994",2002-04-22,"NO"
"US-NUTRO/37224/887",2002-04-22,"N"
"US-NUTRO/38016/315",2005-06-28,"Y"
"US-NUTRO/38309/200",2008-01-03,"yes"
"US-NUTRO/38309/901",2008-01-03,"yes"
"US-NUTRO/38309/966",2008-01-03,"rejected"
"US-NUTRO/38309/153",2008-01-03,"Approved"
"US-NUTRO/38309/426",2008-01-03,"YES"
"US-NUTRO/34159/690",1993-11-17,"NO"
"US-NUTRO/31769/258",1994-03-08,"Approved"
"US-NUTRO/34971/561",1996-12-30,"rejected"
"US-NUTRO/34159/248",1993-11-17,"APPROVED"
"US-NUTRO/31769/576",1994-03-08,"declined"
"US-NUTRO/34971/709",1996-12-30,"yes"
"US-NUTRO/39134/737",2008-01-03,"app"
"US-NUTRO/39134/577",2008-01-03,"declined"
"US-NUTRO/39134/321",2008-01-03,"YES"
"US-NUTRO/39134/843",2008-01-03,"APPROVED"
"US-NUTRO/39134/290",2008-01-03,"NO"
"US-NUTRO/39141/461",2008-01-03,"rejected"
"US-NUTRO/39141/690",2008-01-03,"NO"
"US-NUTRO/39141/901",2008-01-03,"yes"
"US-NUTRO/39141/337",2008-01-03,"app"
"US-NUTRO/39141/671",2008-01-03,"declined"
"US-NUTRO/39141/769",2008-01-03,"rejected"
"US-NUTRO/39141/885",2008-01-03,"N"
"US-NUTRO/39141/262",2008-01-03,"rejected"
"US-NUTRO/39141/343",2008-01-03,"APPROVED"
"US-NUTRO/39141/972",2008-01-03,"declined"
"US-PEGAS/40512/971",2011-09-29,"declined"
"US-PEGAS/40512/386",2011-09-29,"N"
"US-PEGAS/40512/899",2011-09-29,"NO"
"US-PEGAS/40512/372",2011-09-29,"declined"
"US-PEGAS/40512/816",2011-09-29,"Y"
"US-PEGAS/40512/742",2011-09-29,"APPROVED"
"US-PEGAS/40512/243",2011-09-29,"APPROVED"
"US-PEGAS/40512/999",2011-09-29,"NO"
"US-PERJE/40883/636",2012-06-08,"app"
"US-PERJE/41394/732",2013-09-30,"app"
"US-PULMO/35667/151",1998-02-24,"Approved"
"US-ROACC/29783/754",1982-05-07,"Approved"
"US-ROACC/29783/945",1982-05-07,"APPROVED"
"US-ROCEP/30670/221",1984-12-21,"YES"
"US-ROCEP/30670/751",1984-12-21,"Approved"
"US-ROCEP/32720/864",1993-08-13,"rejected"
"US-TAMIF/39149/363",2007-07-02,"rejected"
"US-TAMIF/41082/843",2012-12-21,"APPROVED"
"US-TAMIF/39149/793",2007-07-02,"NO"
"US-TAMIF/41082/850",2012-12-21,"Approved"
"US-TAMIF/40032/786",2010-02-22,"N"
"US-TAMIF/41081/508",2012-12-21,"yes"
"US-TAMIF/40441/312",2011-03-21,"Y"
"US-TAMIF/38457/546",2005-12-21,"APPROVED"
"US-TAMIF/40032/365",2010-02-22,"rejected"
"US-TAMIF/41081/707",2012-12-21,"yes"
"US-TARCE/41228/334",2013-05-14,"app"
"US-TARCE/41228/405",2013-05-14,"yes"
"US-TARCE/41228/694",2033-05-14,"NO"
"US-TNKAS/36371/737",2000-06-02,"app"
"US-VALCY/41729/611",2015-04-23,"Y"
"US-VALCY/36797/237",2001-03-29,"app"
"US-VALCY/37571/330",2003-09-12,"app"
"US-VALCY/41729/940",2015-04-23,"APPROVED"
"US-VESAN/34544/509",1995-11-22,"yes"
"US-XELOD/35731/457",1998-04-30,"Approved"
"US-XELOD/36423/139",2001-04-30,"app"
"US-XELOD/36957/740",2001-09-07,"APPROVED"
"US-XELOD/38217/649",2005-06-15,"APPROVED"
"US-XELOD/35731/786",1998-04-30,"N"
"US-XELOD/36423/401",2001-04-30,"yes"
"US-XELOD/36957/313",2001-09-07,"Y"
"US-XELOD/38217/850",2005-06-15,"Approved"
"US-XENIC/35395/591",1999-04-23,"NO"
"US-XENIC/35395/960",1999-04-23,"rejected"
"US-XOLAI/36837/616",2003-06-20,"Y"
"US-XOLAI/41480/758",2014-03-21,"Approved"
"US-XOLAI/37922/681",2004-02-27,"N"
"US-XOLAI/41480/769",2014-03-21,"rejected"
"US-ZELBO/40660/691",2011-08-17,"NO"
"US-ZENAP/35587/734",1997-12-10,"app"
"UY-ACTEM/41872/651",2014-10-31,"Approved"
"UY-ACTEM/39756/376",2009-04-02,"declined"
"UY-ACTEM/40688/287",2013-06-21,"N"
"UY-ACTEM/39756/435",2009-04-02,"app"
"UY-ACTEM/40688/433",2013-06-21,"app"
"UY-ACTEM/39756/671",2009-04-02,"declined"
"UY-ACTEM/40688/790",2013-06-21,"NO"
"UY-ANEXA/31870/359",1987-11-19,"Approved"
"UY-AVAST/38341/270",2005-10-27,"declined"
"UY-AVAST/39224/247",2008-03-03,"APPROVED"
"UY-AVAST/39407/109",2008-03-13,"yes"
"UY-AVAST/39224/906",2008-03-13,"yes"
"UY-AVAST/39321/679",2008-03-13,"declined"
"UY-AVAST/39321/682",2008-03-13,"N"
"UY-AVAST/39981/246",2009-10-23,"APPROVED"
"UY-AVAST/41040/311",2012-08-06,"Y"
"UY-AVAST/40996/742",2012-08-06,"APPROVED"
"UY-AVAST/41872/129",2014-09-15,"YES"
"UY-AVAST/41586/977",2014-09-15,"declined"
"UY-AVAST/41383/817",2014-09-15,"Y"
"UY-AVAST/41219/499",2014-09-15,"NO"
"UY-AVAST/41586/498",2014-09-15,"NO"
"UY-AVAST/38341/301",2005-10-27,"yes"
"UY-AVAST/39163/689",2008-03-03,"N"
"UY-AVAST/39407/708",2008-03-13,"yes"
"UY-AVAST/39224/526",2008-03-13,"YES"
"UY-AVAST/39321/801",2008-03-13,"yes"
"UY-AVAST/39321/788",2008-03-13,"N"
"UY-AVAST/39981/577",2009-10-23,"declined"
"UY-AVAST/41040/176",2012-08-06,"declined"
"UY-AVAST/40996/517",2012-08-06,"Y"
"UY-AVAST/41872/219",2014-09-15,"Y"
"UY-AVAST/41586/959",2014-09-15,"Approved"
"UY-AVAST/41383/197",2014-09-15,"NO"
"UY-AVAST/41219/127",2014-09-15,"YES"
"UY-AVAST/41586/233",2014-09-15,"app"
"UY-BACTR/27040/337",1974-07-19,"app"
"UY-BACTR/28317/782",1979-01-16,"N"
"UY-BACTR/25531/700",1969-12-11,"yes"
"UY-BONVI/38090/516",2005-05-26,"Y"
"UY-BONVI/38090/483",2005-05-26,"N"
"UY-BONVI/38434/219",2005-05-13,"Y"
"UY-BONVI/38434/307",2005-05-13,"yes"
"UY-BONVI/38090/993",2005-07-22,"NO"
"UY-BONVI/38090/672",2005-07-22,"declined"
"UY-BONVI/39307/978",2007-08-16,"declined"
"UY-BONVI/38671/274",2006-06-29,"declined"
"UY-BONVI/38671/810",2006-06-29,"Y"
"UY-BONVI/38329/148",2006-05-31,"APPROVED"
"UY-BONVI/39162/313",2008-01-25,"Y"
"UY-CELLC/35139/302",1997-04-30,"yes"
"UY-CELLC/35139/582",1997-04-30,"N"
"UY-CELLC/37459/930",2002-07-24,"app"
"UY-CELLC/37459/644",2002-07-24,"APPROVED"
"UY-CELLC/35971/186",1999-02-10,"N"
"UY-CELLC/36201/679",1999-06-25,"declined"
"UY-CELLC/37459/244",2002-07-24,"APPROVED"
"UY-CELLC/37459/365",2002-07-24,"rejected"
"UY-COPEG/37854/102",2004-08-06,"yes"
"UY-COPEG/37854/224",2004-08-06,"YES"
"UY-COPEG/38546/399",2005-10-12,"NO"
"UY-COPEG/38546/255",2005-10-12,"Approved"
"UY-COPEG/39687/868",2008-11-12,"rejected"
"UY-DILAT/35425/495",1997-08-15,"NO"
"UY-DILAT/35425/135",1997-08-15,"app"
"UY-DILAT/36734/343",2002-08-28,"APPROVED"
"UY-DILAT/41121/185",2014-05-28,"N"
"UY-DILAT/33435/898",1992-02-24,"NO"
"UY-DILAT/35425/766",1997-06-20,"rejected"
"UY-DILAT/36734/192",2002-08-28,"NO"
"UY-DILAT/40890/241",2014-05-28,"APPROVED"
"UY-DORMI/30263/172",1985-01-30,"declined"
"UY-DORMI/30263/982",1985-01-30,"N"
"UY-DORMI/33702/526",1994-12-29,"YES"
"UY-DORMI/33702/155",1994-12-29,"Approved"
"UY-DORMI/30546/262",1985-01-30,"rejected"
"UY-DORMI/30546/629",1985-01-30,"YES"
"UY-DORMI/33702/175",1994-12-29,"declined"
"UY-ERIVE/41507/824",2013-09-11,"YES"
"UY-ERIVE/41507/483",2013-09-11,"N"
"UY-FUZEO/37952/951",2004-11-24,"Approved"
"UY-GAZYV/41768/719",2015-01-07,"Y"
"UY-GLUCO/34179/459",1994-07-14,"Approved"
"UY-HERCE/37531/474",2003-04-29,"declined"
"UY-HERCE/37531/112",2003-04-29,"Y"
"UY-HERCE/38093/693",2005-03-18,"NO"
"UY-HERCE/38862/791",2006-11-13,"NO"
"UY-HERCE/39224/749",2007-05-31,"APPROVED"
"UY-HERCE/40211/174",2011-01-26,"declined"
"UY-HERCE/40567/997",2013-01-23,"NO"
"UY-HERCE/40567/324",2013-01-23,"YES"
"UY-HERCE/36294/824",1999-10-01,"YES"
"UY-HERCE/36294/110",1999-10-01,"Y"
"UY-HERCE/38093/428",2005-03-18,"YES"
"UY-HERCE/38862/659",2006-11-13,"Approved"
"UY-HERCE/39224/741",2007-05-31,"APPROVED"
"UY-HERCE/40211/532",2011-01-26,"app"
"UY-HERCE/40567/650",2013-01-23,"Approved"
"UY-HERCE/40567/105",2013-01-23,"yes"
"UY-HERCE/41612/115",2013-12-26,"Y"
"UY-HERCE/41612/124",2013-12-26,"YES"
"UY-INHIB/32805/557",1990-10-30,"Approved"
"UY-INVIR/38611/830",2005-09-30,"app"
"UY-KADCY/41505/157",2013-08-30,"Approved"
"UY-KADCY/41499/952",2013-08-30,"Approved"
"UY-KYTRI/36938/617",2001-09-12,"Y"
"UY-KYTRI/36938/679",2001-09-12,"declined"
"UY-KYTRI/36938/128",2001-09-12,"YES"
"UY-KYTRI/36938/473",2001-09-12,"declined"
"UY-KYTRI/36938/450",2001-09-12,"Approved"
"UY-KYTRI/36938/916",2001-09-12,"Y"
"UY-LARIA/36388/324",1999-12-16,"YES"
"UY-LARIA/36381/873",1999-12-16,"declined"
"UY-MABTH/35835/205",1998-09-01,"yes"
"UY-MABTH/35835/693",1998-12-15,"NO"
"UY-MABTH/37445/940",2002-11-25,"APPROVED"
"UY-MABTH/38195/964",2005-03-02,"rejected"
"UY-MABTH/38764/289",2006-10-13,"N"
"UY-MABTH/38764/209",2006-10-13,"yes"
"UY-MABTH/38880/885",2007-01-12,"N"
"UY-MABTH/39407/192",2007-12-17,"NO"
"UY-MABTH/39776/881",2009-05-29,"N"
"UY-MABTH/40000/823",2009-10-09,"YES"
"UY-MABTH/40738/555",2013-01-24,"Approved"
"UY-MABTH/40493/339",2013-01-24,"app"
"UY-MABTH/40493/531",2013-01-24,"app"
"UY-MABTH/41806/875",2014-07-07,"declined"
"UY-MABTH/41806/975",2014-07-07,"declined"
"UY-MABTH/41806/609",2014-07-07,"yes"
"UY-MABTH/35835/852",1998-12-15,"Approved"
"UY-MABTH/35835/629",1998-12-15,"YES"
"UY-MABTH/41098/315",2002-11-25,"Y"
"UY-MABTH/38195/815",2005-03-02,"Y"
"UY-MABTH/38764/327",2006-10-13,"YES"
"UY-MABTH/38764/840",2006-10-13,"APPROVED"
"UY-MABTH/38880/783",2007-01-12,"N"
"UY-MABTH/39407/408",2007-12-17,"yes"
"UY-MABTH/39776/756",2009-05-29,"Approved"
"UY-MABTH/40000/437",2009-10-09,"app"
"UY-MABTH/40738/891",2013-01-24,"NO"
"UY-MABTH/40493/905",2013-01-24,"yes"
"UY-MABTH/40493/511",2013-01-24,"Y"
"UY-MADOP/37259/621",2002-06-27,"YES"
"UY-MADOP/32107/204",1988-12-14,"yes"
"UY-MIRCE/39457/916",2008-03-24,"Y"
"UY-MIRCE/39783/616",2009-01-20,"Y"
"UY-MIRCE/39457/696",2008-03-24,"NO"
"UY-MIRCE/39457/944",2008-06-24,"APPROVED"
"UY-MIRCE/39457/564",2008-06-24,"rejected"
"UY-MIRCE/39783/317",2009-07-24,"Y"
"UY-MIRCE/39783/448",2009-07-24,"APPROVED"
"UY-MIRCE/39457/317",2008-03-24,"Y"
"UY-MIRCE/39457/912",2008-03-24,"Y"
"UY-MIRCE/39457/372",2008-06-24,"declined"
"UY-MIRCE/39457/416",2008-06-24,"Y"
"UY-MIRCE/39457/632",2008-06-24,"app"
"UY-MIRCE/39457/984",2008-06-24,"N"
"UY-MIRCE/39457/699",2008-06-24,"NO"
"UY-MIRCE/39457/397",2008-06-24,"NO"
"UY-NEORE/38756/378",2006-05-18,"declined"
"UY-NEORE/38756/598",2006-04-27,"NO"
"UY-NEORE/35754/903",1997-12-31,"yes"
"UY-NEORE/35754/506",1997-12-31,"yes"
"UY-NEORE/35754/970",1997-12-31,"declined"
"UY-NEORE/35754/760",1997-12-31,"rejected"
"UY-NEORE/35754/810",2000-12-31,"Y"
"UY-NEORE/34255/161",2004-12-07,"rejected"
"UY-NEORE/34255/179",2004-12-07,"declined"
"UY-NEORE/34255/473",2004-12-07,"declined"
"UY-NEORE/38756/458",2006-04-27,"Approved"
"UY-NEORE/38756/581",2006-04-27,"N"
"UY-NEORE/39686/617",2008-12-17,"Y"
"UY-NEORE/39686/129",2008-12-17,"YES"
"UY-NEORE/39686/281",2008-12-17,"N"
"UY-NEORE/39686/189",2008-12-17,"N"
"UY-NEORE/39686/762",2008-12-17,"rejected"
"UY-NEORE/39686/212",2008-12-17,"Y"
"UY-NEORE/39686/120",2008-12-17,"YES"
"UY-NEORE/39686/541",2008-12-17,"APPROVED"
"UY-NEORE/39686/425",2008-12-17,"YES"
"UY-NEORE/38764/378",2006-04-05,"declined"
"UY-NEORE/38764/522",2006-03-09,"YES"
"UY-NEORE/38230/708",2006-05-19,"yes"
"UY-NEORE/38230/867",2006-05-19,"rejected"
"UY-NEORE/38230/468",2006-05-19,"rejected"
"UY-NEORE/38230/548",2006-05-19,"APPROVED"
"UY-NEORE/38230/720",2006-05-19,"YES"
"UY-NEORE/38230/881",2006-05-19,"N"
"UY-NEORE/38230/959",2006-05-19,"Approved"
"UY-NEORE/38230/772",2006-05-19,"declined"
"UY-NEORE/38230/171",2006-05-19,"declined"
"UY-NEULA/38740/231",2006-09-21,"app"
"UY-NEULA/40749/840",2013-03-13,"APPROVED"
"UY-NEUPO/37474/649",2002-10-29,"APPROVED"
"UY-NEUPO/37784/592",2005-07-08,"NO"
"UY-NEUPO/37784/507",2005-07-08,"yes"
"UY-NEUPO/37784/857",2005-07-08,"Approved"
"UY-NEUPO/37784/150",2005-07-08,"Approved"
"UY-NEUPO/37784/755",2005-07-08,"Approved"
"UY-PEGAS/40676/810",2012-06-20,"Y"
"UY-PEGAS/40676/390",2012-06-20,"NO"
"UY-PEGAS/40676/749",2012-06-20,"APPROVED"
"UY-PEGAS/40676/412",2012-06-20,"Y"
"UY-PEGAS/40676/380",2012-06-20,"N"
"UY-PEGAS/40676/521",2012-06-20,"YES"
"UY-PEGAS/40676/795",2013-06-20,"NO"
"UY-PEGAS/38094/913",2005-09-01,"Y"
"UY-PEGAS/38094/663",2005-09-01,"rejected"
"UY-PEGAS/41096/474",1899-12-31,"declined"
"UY-PEGAS/37143/122",2002-03-22,"YES"
"UY-PEGAS/37482/779",2002-10-28,"declined"
"UY-PEGAS/38094/749",2005-09-01,"APPROVED"
"UY-PEGAS/38357/886",2005-09-01,"N"
"UY-PEGAS/39561/524",2008-05-15,"YES"
"UY-PEGAS/39687/206",2008-11-07,"yes"
"UY-PEGAS/39561/513",2008-05-15,"Y"
"UY-PEGAS/39561/521",2008-05-15,"YES"
"UY-PERJE/41263/230",2012-12-26,"app"
"UY-PERJE/41626/223",2014-04-10,"YES"
"UY-PERJE/41710/405",2014-05-10,"yes"
"UY-PERJE/41710/573",2014-05-10,"declined"
"UY-PULMO/34256/852",1994-10-25,"Approved"
"UY-PULMO/37890/873",2003-10-21,"declined"
"UY-RIVOT/27015/583",1974-02-18,"N"
"UY-RIVOT/27015/389",1974-02-18,"N"
"UY-RIVOT/27015/547",1974-02-18,"APPROVED"
"UY-ROACC/30621/206",1984-11-19,"yes"
"UY-ROCAL/29675/430",1981-04-29,"app"
"UY-ROCAL/28944/906",1981-04-29,"yes"
"UY-ROCAL/28944/467",1981-04-29,"rejected"
"UY-ROCAL/28944/166",1981-04-29,"rejected"
"UY-ROCAL/33448/816",1991-09-11,"Y"
"UY-ROCAL/33448/131",1991-09-11,"app"
"UY-ROCAL/37182/170",2001-11-06,"declined"
"UY-ROCEP/30340/347",1983-12-19,"APPROVED"
"UY-ROCEP/30340/550",1983-12-19,"Approved"
"UY-ROCEP/30340/309",1983-12-19,"yes"
"UY-ROCEP/38121/146",2004-12-01,"APPROVED"
"UY-ROCEP/30340/278",1983-12-19,"declined"
"UY-ROCEP/30340/232",1983-12-19,"app"
"UY-ROCEP/30340/447",1983-12-19,"APPROVED"
"UY-ROCEP/38121/780",2004-12-01,"N"
"UY-ROFER/38230/328",2006-05-12,"YES"
"UY-ROFER/38230/298",2006-05-12,"NO"
"UY-ROFER/38230/506",2006-05-12,"yes"
"UY-ROFER/38230/461",2006-05-12,"rejected"
"UY-ROFER/38230/382",2006-05-12,"N"
"UY-ROFER/38230/536",2006-05-12,"app"
"UY-ROFER/38230/516",2006-05-12,"Y"
"UY-ROFER/38230/492",2006-05-12,"NO"
"UY-ROFER/38230/622",2006-05-12,"YES"
"UY-ROFER/38230/791",2006-05-12,"NO"
"UY-ROFER/35205/588",1996-11-14,"N"
"UY-ROFER/35205/562",1996-11-14,"rejected"
"UY-ROFER/35205/441",1996-11-14,"APPROVED"
"UY-ROFER/35205/892",1996-11-14,"NO"
"UY-ROFER/35205/618",1996-11-14,"Y"
"UY-ROFER/35205/459",1996-11-14,"Approved"
"UY-ROHYP/35957/609",1998-12-28,"yes"
"UY-TAMIF/40007/557",2009-08-03,"Approved"
"UY-TAMIF/40007/521",2009-08-03,"YES"
"UY-TAMIF/40197/976",2013-01-21,"declined"
"UY-TAMIF/40007/898",2009-08-03,"NO"
"UY-TAMIF/40007/991",2009-08-03,"NO"
"UY-TAMIF/40197/671",2013-01-21,"declined"
"UY-TAMIF/36346/877",2000-02-23,"declined"
"UY-TAMIF/37469/441",2003-04-30,"APPROVED"
"UY-TAMIF/38764/826",2006-03-09,"YES"
"UY-TAMIF/38764/911",2006-03-09,"Y"
"UY-TAMIF/38764/663",2006-03-09,"rejected"
"UY-TAMIF/41323/784",2013-09-23,"N"
"UY-TAMIF/41323/940",2013-09-23,"APPROVED"
"UY-TAMIF/41323/819",2013-09-23,"Y"
"UY-TAMIF/37797/789",2004-08-20,"N"
"UY-TAMIF/37797/392",2004-08-20,"NO"
"UY-TAMIF/37797/175",2004-08-20,"declined"
"UY-TAMIF/38764/903",2007-01-17,"yes"
"UY-TAMIF/40006/479",2009-08-03,"declined"
"UY-TAMIF/40006/919",2009-08-03,"Y"
"UY-TAMIF/40197/356",2013-01-12,"Approved"
"UY-TARCE/38574/258",2006-02-17,"Approved"
"UY-TARCE/38862/354",2006-07-31,"Approved"
"UY-TARCE/40014/998",2010-05-13,"NO"
"UY-TARCE/40856/260",2013-06-27,"rejected"
"UY-TARCE/40856/849",2013-06-27,"APPROVED"
"UY-TARCE/38574/651",2006-02-17,"Approved"
"UY-TARCE/38860/503",2006-07-31,"yes"
"UY-TARCE/40014/777",2010-05-13,"declined"
"UY-TARCE/40856/624",2013-06-27,"YES"
"UY-TARCE/40856/487",2013-06-27,"N"
"UY-TARCE/38574/993",2006-02-17,"NO"
"UY-TARCE/38860/689",2006-07-31,"N"
"UY-TARCE/40014/220",2010-05-13,"YES"
"UY-VALCY/37305/313",2002-10-31,"Y"
"UY-VALCY/37776/683",2004-04-22,"N"
"UY-VALCY/40014/530",2009-07-31,"app"
"UY-VALIU/23508/127",1964-10-27,"YES"
"UY-VALIU/22888/296",1962-09-20,"NO"
"UY-VALIU/22888/758",1962-09-20,"Approved"
"UY-VALIU/22888/697",1962-09-20,"NO"
"UY-VESAN/34442/475",1996-06-06,"declined"
"UY-XELOD/38405/603",2005-07-30,"yes"
"UY-XELOD/39051/171",2007-05-31,"declined"
"UY-XELOD/36045/202",1999-04-30,"yes"
"UY-XELOD/36748/990",2002-04-18,"NO"
"UY-XELOD/37469/929",2002-10-23,"YES"
"UY-XELOD/39224/873",2007-05-31,"declined"
"UY-XELOD/40326/803",2014-08-05,"yes"
"UY-XENIC/35579/743",1998-12-01,"APPROVED"
"UY-XENIC/35579/169",1998-12-01,"rejected"
"UY-XENIC/38552/351",2006-04-04,"Approved"
"UY-XENIC/38552/457",2006-07-04,"Approved"
"UY-ZELBO/41053/195",2012-06-13,"NO"
"UZ-AVAST/38884/508",2006-07-17,"yes"
"UZ-AVAST/38604/293",2006-10-20,"NO"
"UZ-AVAST/40333/988",2010-07-03,"N"
"UZ-AVAST/40333/829",2010-07-03,"YES"
"UZ-AVAST/41172/535",2012-10-23,"app"
"UZ-AVAST/41172/736",2012-10-23,"app"
"UZ-AVAST/41897/928",2015-03-25,"YES"
"UZ-AVAST/38884/563",2006-07-17,"rejected"
"UZ-AVAST/38604/161",2006-10-20,"rejected"
"UZ-AVAST/40333/543",2010-07-03,"APPROVED"
"UZ-AVAST/40333/926",2010-07-03,"YES"
"UZ-AVAST/41172/885",2012-10-23,"N"
"UZ-AVAST/41172/810",2012-10-23,"Y"
"UZ-AVAST/41897/753",2015-03-25,"Approved"
"UZ-BONVI/38436/354",2006-05-30,"Approved"
"UZ-BONVI/38436/274",2006-05-30,"declined"
"UZ-BONVI/38782/245",2006-10-06,"APPROVED"
"UZ-CELLC/39238/516",2007-11-12,"Y"
"UZ-CELLC/41646/935",2014-05-14,"app"
"UZ-CELLC/41646/427",2014-05-14,"YES"
"UZ-COPEG/39491/151",2008-02-13,"Approved"
"UZ-COPEG/39826/399",2009-05-28,"NO"
"UZ-HERCE/38033/868",2004-04-08,"rejected"
"UZ-HERCE/38033/190",2004-04-08,"NO"
"UZ-HERCE/41101/413",2012-08-09,"Y"
"UZ-HERCE/41101/298",2012-08-09,"NO"
"UZ-INVIR/38572/375",2005-12-02,"declined"
"UZ-MABTH/38134/615",2004-10-27,"Y"
"UZ-MABTH/39325/649",2007-08-31,"APPROVED"
"UZ-MABTH/41921/337",2015-07-29,"app"
"UZ-MABTH/41921/778",2015-07-29,"declined"
"UZ-MABTH/41921/901",2015-07-29,"yes"
"UZ-MABTH/38134/637",2004-10-27,"app"
"UZ-MABTH/39262/754",2007-08-31,"Approved"
"UZ-MABTH/41921/753",2015-07-29,"Approved"
"UZ-MABTH/41921/122",2015-07-29,"YES"
"UZ-MABTH/41921/117",2015-07-29,"Y"
"UZ-NEULA/39463/626",2008-12-18,"YES"
"UZ-NEUPO/37690/186",2003-06-27,"N"
"UZ-NEUPO/37690/789",2003-06-27,"N"
"UZ-PEGAS/41435/459",2015-02-16,"Approved"
"UZ-PEGAS/41435/112",2015-02-16,"Y"
"UZ-PEGAS/41435/432",2015-02-16,"app"
"UZ-PEGAS/41435/170",2015-02-16,"declined"
"UZ-PEGAS/41435/782",2015-02-16,"N"
"UZ-PEGAS/41435/377",2015-02-16,"declined"
"UZ-PEGAS/39553/735",2008-04-15,"app"
"UZ-PEGAS/39553/155",2008-05-15,"Approved"
"UZ-PEGAS/39553/745",2008-05-15,"APPROVED"
"UZ-PEGAS/39553/334",2008-05-15,"app"
"UZ-TAMIF/38799/962",2006-08-24,"rejected"
"UZ-TARCE/39322/786",2008-05-16,"N"
"UZ-TARCE/39322/439",2008-05-16,"app"
"UZ-TARCE/39322/331",2008-05-16,"app"
"UZ-TARCE/39322/959",2008-05-16,"Approved"
"UZ-VIRAC/38574/898",2005-12-02,"NO"
"UZ-VIRAC/38574/114",2005-12-02,"Y"
"UZ-VIRAC/38574/495",2005-12-02,"NO"
"UZ-VIRAC/38574/778",2005-12-02,"declined"
"UZ-XELOD/37678/578",2003-04-03,"declined"
"UZ-XELOD/37678/406",2003-04-03,"yes"
"UZ-XELOD/39611/483",2008-08-28,"N"
"UZ-XELOD/39611/186",2008-08-28,"N"
"UZ-XELOD/39611/809",2008-08-28,"yes"
"UZ-XELOD/39611/559",2008-08-28,"Approved"
"UZ-XELOD/37678/602",2003-04-03,"yes"
"UZ-XELOD/37678/922",2003-04-03,"YES"
"UZ-XELOD/39611/182",2008-08-28,"N"
"UZ-XELOD/39611/843",2008-08-28,"APPROVED"
"UZ-XELOD/39611/393",2008-08-28,"NO"
"UZ-XELOD/39611/172",2008-08-28,"declined"
"VE-ACTEM/41583/571",2015-12-01,"declined"
"VE-ACTEM/39749/285",2010-05-05,"N"
"VE-ACTEM/40575/988",2013-10-21,"N"
"VE-ACTEM/41557/330",2014-07-31,"app"
"VE-ACTEM/40381/458",2014-07-31,"Approved"
"VE-ACTEM/41164/715",2014-12-01,"Y"
"VE-ACTEM/39749/727",2010-05-05,"YES"
"VE-ACTEM/40575/384",2013-10-21,"N"
"VE-ACTEM/41557/292",2014-07-31,"NO"
"VE-ACTEM/40381/339",2014-07-31,"app"
"VE-ACTEM/41164/817",2014-12-01,"Y"
"VE-ACTEM/39749/455",2010-05-05,"Approved"
"VE-ACTEM/40575/774",2013-10-21,"declined"
"VE-ACTEM/41557/208",2014-07-31,"yes"
"VE-ACTEM/40381/492",2014-07-31,"NO"
"VE-ACTEM/41164/802",2014-12-01,"yes"
"VE-ANEXA/32023/414",1989-11-02,"Y"
"VE-AVAST/38341/730",2005-04-06,"app"
"VE-AVAST/39064/396",2008-01-23,"NO"
"VE-AVAST/39325/881",2009-03-18,"N"
"VE-AVAST/39325/319",2009-05-06,"Y"
